,title,description,avg_rating,total_rating
0,Ludo King™ ,"*THIS IS OFFICIAL LUDO KING™ GAME800+ million downloads!Voice chat available.Most popular Ludo game. A first Ludo game of its kind available on mobile since 2016!Ludo King™ is a classic board game played between friends and family. Play the dice game of kings! Recall your childhood! In some places, Ludo is also known as Parchisi, Pachisi, parcheesi or Parchisi game.Ludo King is a cross platform multiplayer game that supports Desktop, Android, iOS and Windows mobile platform at same time. This game also support offline mode, where player can play with Computer or, Local multiplayer (pass and play mode). Play this dice game Ludo King. Best casual game in board games.New Game Themes available:Disco / Night mode ThemeNature ThemeEgypt ThemePinball ThemeCandy ThemeChristmas ThemePenguin ThemeBattle ThemeDiwali ThemePirate ThemeSui Dhaaga ThemeMarble ThemeAlien ThemeOctopus ThemeTaj Mahal ThemeWhat's new:* Quick mode* Tournament available* Voice Chat available* LIVE THEMES !!!* Real chat with friends and buddies* Make buddies worldwide* Challenge Facebook friends/buddies* Save/Load Ludo game option* More user-friendly UI* Support extended to low end devicesLudo King is the modern version of the royal game of Pachisi. A Ludo game which was played between Indian kings and queens in ancient times. Roll the Ludo dice and move your tokens to reach the center of the Ludo board. Beat other players, become the Ludo King.Ludo King follows the traditional rules and the old school look of the Ludo game. Just like the kings and queens of India's golden age, your fate depends on the roll of the Ludo's dice and your strategy of moving the tokens effectively. Features of Ludo King:* No internet connection required! Play against the computer.* Play with your family and friends through Local and Online Multiplayer.* Play 2 to 6 Player Local Multiplayer Mode.* Invite and challenge your Facebook Friends in a private game room and beat them to become Ludo King.* Play with world players and make them your buddies.* Private chat with your Facebook friends & Buddies.* Express yourself by sending emojis to your opponents. * Play Snake and Ladders on 7 different game board variations.Ludo King is a friends and family game that was once played by kings and now it can be enjoyed by you and your family and friends. You'll be playing this Ludo for hours and its fun for the whole family.Ludo King is a perfect time pass game of Ludo board game. You played Ludo in your childhood, now play on your phone and tablet.Another nostalgic game similar in structure is Snakes and Ladders. Like Ludo, you may have played this board game when you were young. Ludo King now incorporates this classic game as a whole new level. The objective of the game is simple: you start on 1 and you have to be the first one to make it to 100. However, you can only move the same number of tiles as the number you roll on a die. If you land on the same tile as the beginning of a ladder, then you can take the ladder as a shortcut and move on up. A game of ups and down, Snakes and Ladders has been a favorite for generations; and now you can play it too, with Ludo King. Ludo has different names in different regions and countries like Fia, Fia-spel (Fia the game), Le Jeu de Dada (The Game of Dada), Non t'arrabbiare, Fia med knuff (Fia with push), Cờ cá ngựa, Uckers, Griniaris, Petits Chevaux (Little Horses), Ki nevet a végén, برسي (Barjis/Barjees). People also misspell Ludo as Loodo, Chakka, Lido, Lado, Ledo, Leedo, Laado, or Lodo.Follow us to get news and updates:* Facebook: https://www.facebook.com/ludokinggame* Twitter: https://twitter.com/LudoKingGame* YouTube: https://www.youtube.com/c/LudoKing* Instagram: https://www.instagram.com/ludokinggame/* https://ludoking.comVersion7.8.0.248Updated onMay 6, 2023Requires Android4.4 and upDownloads500,000,000+ downloadsIn-app purchases₹4.00 - ₹13,500.00 per itemContent ratingRated for 3+ Learn morePermissionsView detailsInteractive elementsUsers Interact, In-Game PurchasesReleased onDec 17, 2016Offered byGametion GlobalCompatibility for your active devices *You need to login to view the compatible devices* How this app works on your deviceThis section shows you whether this app works on your devices. You’ll only see devices that are linked to your Google Account and that have been active in the last 30 days.",4.2,9.41M reviews
